country,sex,year,ear_xees_sex_nb
geo,sex_f,2000,52.0
geo,sex_t,2001,95.0
geo,sex_m,2001,125.0
geo,sex_f,2001,64.0
geo,sex_t,2002,114.0
geo,sex_m,2002,150.0
geo,sex_f,2002,76.0
geo,sex_t,2003,126.0
geo,sex_m,2003,163.0
geo,sex_f,2003,86.0
geo,sex_t,2004,157.0
geo,sex_m,2004,201.0
geo,sex_f,2004,108.0
geo,sex_t,2005,204.0
geo,sex_m,2005,268.0
geo,sex_f,2005,131.0
geo,sex_t,2006,278.0
geo,sex_m,2006,362.0
geo,sex_f,2006,178.0
geo,sex_t,2007,368.0
geo,sex_m,2007,476.0
geo,sex_f,2007,240.0
geo,sex_t,2008,535.0
geo,sex_m,2008,678.0
geo,sex_f,2008,368.0
geo,sex_t,2009,557.0
geo,sex_m,2009,690.8
geo,sex_f,2009,398.3
geo,sex_t,2010,598.0
geo,sex_m,2010,743.0
geo,sex_f,2010,427.0
gha,sex_t,2005,95.0
gha,sex_m,2005,106.0
gha,sex_f,2005,87.0
glp,sex_t,2004,2232.0
glp,sex_m,2004,2307.0
glp,sex_f,2004,2142.0
glp,sex_t,2005,2267.0
glp,sex_m,2005,2348.0
glp,sex_f,2005,2173.0
glp,sex_t,2006,2320.0
glp,sex_m,2006,2390.0
glp,sex_f,2006,2237.0
glp,sex_t,2007,2376.0
glp,sex_m,2007,2436.0
glp,sex_f,2007,2303.0
gtm,sex_t,2011,1967.0
gtm,sex_m,2011,2087.0
gtm,sex_f,2011,1707.0
guy,sex_t,2004,2534.0
guy,sex_m,2004,2525.0
guy,sex_f,2004,2548.0
guy,sex_t,2005,2567.0
guy,sex_m,2005,2594.0
guy,sex_f,2005,2524.0
guy,sex_t,2006,2595.0
guy,sex_m,2006,2690.0
guy,sex_f,2006,2448.0
guy,sex_t,2007,2648.0
guy,sex_m,2007,2741.0
guy,sex_f,2007,2498.0
hkg,sex_t,2002,10965.0
hkg,sex_m,2002,11698.0
hkg,sex_f,2002,10183.0
hkg,sex_t,2003,10807.0
hkg,sex_m,2003,11375.0
hkg,sex_f,2003,10203.0
hkg,sex_t,2004,10543.0
hkg,sex_m,2004,11140.0
hkg,sex_f,2004,9911.0
hkg,sex_t,2005,10532.0
hkg,sex_m,2005,10878.0
hkg,sex_f,2005,10147.0
hkg,sex_t,2006,10956.0
hkg,sex_m,2006,11504.0
hkg,sex_f,2006,10390.0
hkg,sex_t,2007,11369.0
hkg,sex_m,2007,11863.0
hkg,sex_f,2007,10855.0
hkg,sex_t,2008,11375.0
hkg,sex_m,2008,11920.0
hkg,sex_f,2008,11072.0
hkg,sex_t,2009,11107.0
hkg,sex_m,2009,11448.0
hkg,sex_f,2009,10565.0
hkg,sex_t,2010,11578.0
hkg,sex_m,2010,11871.0
hkg,sex_f,2010,10986.0
hkg,sex_t,2011,12690.0
hnd,sex_t,1995,1196.0
hnd,sex_m,1995,1308.0
hnd,sex_f,1995,1012.0
hnd,sex_t,1996,1453.0
hnd,sex_m,1996,1576.0
hnd,sex_f,1996,1272.0
hnd,sex_t,1997,1802.0
hnd,sex_m,1997,1974.0
hnd,sex_f,1997,1558.0
hnd,sex_t,1998,2218.0
hnd,sex_m,1998,2401.0
hnd,sex_f,1998,1953.0
hnd,sex_t,1999,2689.0
hnd,sex_m,1999,2960.0
hnd,sex_f,1999,2321.0
hnd,sex_t,2001,3626.0
hnd,sex_m,2001,3892.0
hnd,sex_f,2001,3263.0
hnd,sex_t,2002,3844.0
hnd,sex_m,2002,4106.0
hnd,sex_f,2002,3482.0
hnd,sex_t,2003,4192.0
hnd,sex_m,2003,4283.0
hnd,sex_f,2003,4065.0
hnd,sex_t,2004,4316.0
hnd,sex_m,2004,4502.0
hnd,sex_f,2004,4055.0
hnd,sex_t,2005,4830.0
hnd,sex_m,2005,4965.0
hnd,sex_f,2005,4638.0
hnd,sex_t,2006,5166.0
hnd,sex_m,2006,5343.0
hnd,sex_f,2006,4924.0
hnd,sex_t,2007,5861.0
hnd,sex_m,2007,6013.0
hnd,sex_f,2007,5654.0
hnd,sex_t,2008,6508.0
hnd,sex_m,2008,6742.0
hnd,sex_f,2008,6197.0
hnd,sex_t,2009,7219.0
hnd,sex_m,2009,7249.0
hnd,sex_f,2009,7177.0
hnd,sex_t,2010,7125.0
hnd,sex_m,2010,7051.0
hnd,sex_f,2010,7221.0
hrv,sex_t,1995,2887.0
hrv,sex_t,1996,3243.0
hrv,sex_t,1997,3668.0
hrv,sex_t,1998,4131.0
hrv,sex_t,1999,4551.0
hrv,sex_t,2000,4869.0
hrv,sex_t,2001,5061.0
hrv,sex_t,2002,5366.0
hrv,sex_m,2003,5868.0
hrv,sex_f,2003,5251.0
hrv,sex_t,2003,5599.0
hrv,sex_m,2004,6206.0
hrv,sex_f,2004,5540.0
hrv,sex_t,2004,5916.0
hrv,sex_t,2005,6192.0
hrv,sex_m,2005,6492.0
hrv,sex_f,2005,5806.0
hrv,sex_m,2006,6909.0
hrv,sex_f,2006,6149.0
hrv,sex_t,2006,6575.0
hrv,sex_t,2007,6995.0
hrv,sex_m,2007,7344.0
hrv,sex_f,2007,6549.0
hrv,sex_m,2008,7892.0
hrv,sex_f,2008,7016.0
hrv,sex_t,2008,7507.0
hrv,sex_t,2009,7655.0
hrv,sex_m,2009,8033.0
hrv,sex_f,2009,7181.0
hrv,sex_m,2010,8044.0
hrv,sex_f,2010,7233.0
hrv,sex_t,2010,7677.0
irl,sex_t,2003,2455.0
irl,sex_m,2003,2882.0
irl,sex_f,2003,1978.0
irl,sex_t,2006,2934.0
irl,sex_m,2006,3377.0
irl,sex_f,2006,2447.0
irl,sex_t,2007,2979.0
irl,sex_m,2007,3435.0
irl,sex_f,2007,2497.0
irl,sex_t,2008,3103.0
irl,sex_t,2009,3057.0
irq,sex_t,2007,348000.0
irq,sex_m,2007,357000.0
irq,sex_f,2007,292000.0
isl,sex_t,1998,135000.0
isl,sex_m,1998,157000.0
isl,sex_f,1998,107000.0
isl,sex_t,1999,148000.0
isl,sex_m,1999,170000.0
isl,sex_f,1999,117000.0
isl,sex_t,2000,165000.0
isl,sex_m,2000,191000.0
isl,sex_f,2000,129000.0
isl,sex_t,2001,184000.0
isl,sex_m,2001,211000.0
isl,sex_f,2001,144000.0
isl,sex_t,2002,196000.0
isl,sex_m,2002,221000.0
isl,sex_f,2002,157000.0
isl,sex_t,2003,210000.0
isl,sex_m,2003,234000.0
isl,sex_f,2003,167000.0
isl,sex_t,2004,220000.0
isl,sex_m,2004,245000.0
isl,sex_f,2004,177000.0
isl,sex_t,2005,248000.0
isl,sex_m,2005,278000.0
isl,sex_f,2005,203000.0
isl,sex_t,2006,272000.0
isl,sex_m,2006,301000.0
isl,sex_f,2006,226000.0
isl,sex_t,2007,303000.0
isl,sex_m,2007,332000.0
isl,sex_f,2007,256000.0
isl,sex_t,2008,324000.0
isl,sex_m,2008,352000.0
isl,sex_f,2008,279000.0
isl,sex_t,2009,334000.0
isl,sex_m,2009,360000.0
isl,sex_f,2009,293000.0
isl,sex_t,2010,348000.0
isl,sex_m,2010,374000.0
isl,sex_f,2010,309000.0
isl,sex_t,2011,365000.0
isl,sex_m,2011,393000.0
isl,sex_f,2011,321000.0
isr,sex_t,1995,4083.0
isr,sex_m,1995,4978.0
isr,sex_f,1995,3008.0
isr,sex_t,1996,4572.0
isr,sex_m,1996,5596.0
isr,sex_f,1996,3372.0
isr,sex_t,1997,5450.0
isr,sex_m,1997,6612.0
isr,sex_f,1997,4050.0
isr,sex_t,1998,5830.0
isr,sex_m,1998,7088.0
isr,sex_f,1998,4351.0
isr,sex_t,1999,6301.0
isr,sex_m,1999,7741.0
isr,sex_f,1999,4657.0
isr,sex_t,2000,6662.0
isr,sex_m,2000,8147.0
isr,sex_f,2000,5015.0
isr,sex_t,2001,6975.0
isr,sex_m,2001,8642.0
isr,sex_f,2001,5160.0
isr,sex_t,2002,7070.0
isr,sex_m,2002,8645.0
isr,sex_f,2002,5322.0
isr,sex_t,2003,6908.0
isr,sex_m,2003,8416.0
isr,sex_f,2003,5232.0
isr,sex_t,2004,6972.0
isr,sex_m,2004,8459.0
isr,sex_f,2004,5357.0
isr,sex_t,2005,7054.0
isr,sex_m,2005,8575.0
isr,sex_f,2005,5419.0
isr,sex_t,2006,7180.0
isr,sex_m,2006,8712.0
isr,sex_f,2006,5521.0
isr,sex_t,2007,7662.0
isr,sex_m,2007,9267.0
isr,sex_f,2007,5949.0
isr,sex_t,2008,7922.0
isr,sex_m,2008,9627.0
isr,sex_f,2008,6077.0
isr,sex_t,2009,7947.0
isr,sex_m,2009,9527.0
isr,sex_f,2009,6280.0
isr,sex_t,2010,8100.0
isr,sex_m,2010,9720.0
isr,sex_f,2010,6386.0
jor,sex_m,1995,320.0
jor,sex_f,1995,210.0
jor,sex_m,1996,333.0
jor,sex_f,1996,215.0
jor,sex_m,1997,344.0
jor,sex_f,1997,225.0
jor,sex_m,1998,359.0
jor,sex_f,1998,235.0
jor,sex_t,2000,226.0
jor,sex_m,2000,234.0
jor,sex_f,2000,201.0
jor,sex_t,2001,232.0
jor,sex_m,2001,238.0
jor,sex_f,2001,211.0
jor,sex_t,2002,240.0
jor,sex_m,2002,246.0
jor,sex_f,2002,219.0
jor,sex_t,2003,244.0
jor,sex_m,2003,249.0
jor,sex_f,2003,226.0
jor,sex_t,2004,242.0
jor,sex_m,2004,250.0
jor,sex_f,2004,218.0
jor,sex_t,2005,262.0
jor,sex_m,2005,273.0
jor,sex_f,2005,231.0
jor,sex_t,2006,280.0
jor,sex_m,2006,291.0
jor,sex_f,2006,249.0
jor,sex_t,2007,305.0
jor,sex_m,2007,315.0
jor,sex_f,2007,277.0
jor,sex_t,2008,350.0
jor,sex_m,2008,364.0
jor,sex_f,2008,314.0
jor,sex_t,2009,365.0
jor,sex_m,2009,379.0
jor,sex_f,2009,327.0
jor,sex_t,2010,392.0
jor,sex_m,2010,403.0
jor,sex_f,2010,359.0
jpn,sex_t,1999,325900.0
jpn,sex_m,1999,367200.0
jpn,sex_f,1999,230700.0
jpn,sex_t,2000,330000.0
jpn,sex_m,2000,370300.0
jpn,sex_f,2000,235100.0
jpn,sex_t,2001,333300.0
jpn,sex_m,2001,373500.0
jpn,sex_f,2001,237100.0
jpn,sex_t,2002,329200.0
jpn,sex_m,2002,367700.0
jpn,sex_f,2002,238800.0
jpn,sex_t,2003,329800.0
jpn,sex_m,2003,368600.0
jpn,sex_f,2003,239400.0
jpn,sex_t,2004,330200.0
jpn,sex_m,2004,333900.0
jpn,sex_f,2004,241700.0
jpn,sex_t,2005,330800.0
jpn,sex_m,2005,372100.0
jpn,sex_f,2005,239000.0
jpn,sex_t,2006,330900.0
jpn,sex_m,2006,372700.0
jpn,sex_f,2006,238600.0
jpn,sex_t,2007,330600.0
jpn,sex_m,2007,372400.0
jpn,sex_f,2007,241700.0
jpn,sex_t,2008,328800.0
jpn,sex_m,2008,369300.0
jpn,sex_f,2008,243100.0
jpn,sex_t,2009,318100.0
jpn,sex_m,2009,354600.0
jpn,sex_f,2009,243200.0
jpn,sex_t,2010,323000.0
jpn,sex_m,2010,360000.0
jpn,sex_f,2010,243600.0
kaz,sex_m,2003,28476.0
kaz,sex_f,2003,17304.0
kaz,sex_m,2004,34648.0
kaz,sex_f,2004,21445.0
kaz,sex_m,2005,41840.0
kaz,sex_f,2005,25564.0
kaz,sex_m,2006,49737.0
kaz,sex_f,2006,30984.0
kaz,sex_m,2007,62629.0
kaz,sex_f,2007,41202.0
kaz,sex_m,2008,73508.0
kaz,sex_f,2008,46922.0
kaz,sex_m,2009,81366.0
kaz,sex_f,2009,53009.0
kaz,sex_m,2010,92764.0
kaz,sex_f,2010,61104.0
khm,sex_t,2004,178793.0
khm,sex_m,2004,187576.0
khm,sex_f,2004,165841.0
khm,sex_t,2007,290371.0
khm,sex_m,2007,333916.0
khm,sex_f,2007,228832.0
khm,sex_t,2009,314665.0
khm,sex_m,2009,355560.0
khm,sex_f,2009,258207.0
kor,sex_t,1995,1222097.0
kor,sex_m,1995,1381770.0
kor,sex_f,1995,823143.0
kor,sex_f,1996,935926.0
kor,sex_t,1996,1367501.0
kor,sex_m,1996,1536024.0
kor,sex_t,1997,1463300.0
kor,sex_m,1997,1635357.0
kor,sex_f,1997,1015310.0
kor,sex_t,1998,1426797.0
kor,sex_m,1998,1579344.0
kor,sex_f,1998,1006266.0
kor,sex_t,1999,1543600.0
kor,sex_m,1999,1734652.0
kor,sex_f,1999,1089712.0
kor,sex_t,2000,1667542.0
kor,sex_m,2000,1884546.0
kor,sex_f,2000,1178413.0
kor,sex_t,2001,1752382.0
kor,sex_m,2001,1975782.0
kor,sex_f,2001,1256903.0
kor,sex_t,2002,1947774.0
kor,sex_m,2002,2193343.0
kor,sex_f,2002,1392977.0
kor,sex_t,2003,2127401.0
kor,sex_m,2003,2406378.0
kor,sex_f,2003,1500897.0
kor,sex_t,2004,2254889.0
kor,sex_m,2004,2557510.0
kor,sex_f,2004,1579425.0
kor,sex_t,2005,2404385.0
kor,sex_m,2005,2719263.0
kor,sex_f,2005,1696852.0
kor,sex_t,2006,2541886.0
kor,sex_m,2006,2870927.0
kor,sex_f,2006,1811487.0
kor,sex_t,2007,2560570.0
kor,sex_t,2008,2639657.0
kor,sex_t,2009,2622024.0
kor,sex_t,2010,2780735.0
kor,sex_t,2011,2843545.0
lbn,sex_t,2009,690000.0
lbn,sex_m,2009,702000.0
lbn,sex_f,2009,660000.0
lka,sex_t,1997,3122.0
lka,sex_m,1997,3157.0
lka,sex_f,1997,2925.0
lka,sex_t,1998,3487.0
lka,sex_m,1998,3580.0
lka,sex_f,1998,3011.0
lka,sex_t,1999,3672.0
lka,sex_m,1999,3726.0
lka,sex_f,1999,3190.0
lka,sex_t,2000,3980.0
lka,sex_m,2000,4097.0
lka,sex_f,2000,3598.0
lka,sex_t,2001,4356.0
lka,sex_m,2001,4407.0
lka,sex_f,2001,3888.0
lka,sex_t,2002,5056.0
lka,sex_m,2002,5121.0
lka,sex_f,2002,4616.0
lka,sex_t,2003,5308.0
lka,sex_m,2003,5382.0
lka,sex_f,2003,4809.0
lka,sex_t,2004,5764.0
lka,sex_m,2004,5895.0
lka,sex_f,2004,5240.0
lka,sex_t,2005,6156.0
lka,sex_m,2005,6258.0
lka,sex_f,2005,5803.0
lka,sex_t,2006,6848.0
lka,sex_m,2006,6963.0
lka,sex_f,2006,6536.0
lka,sex_t,2007,7556.0
lka,sex_m,2007,7660.0
lka,sex_f,2007,7314.0
lka,sex_t,2008,8839.0
lka,sex_m,2008,9319.0
lka,sex_f,2008,8323.0
ltu,sex_t,1995,481.0
ltu,sex_m,1995,624.0
ltu,sex_t,1996,618.0
ltu,sex_m,1996,714.0
ltu,sex_t,1997,778.0
ltu,sex_m,1997,925.0
ltu,sex_t,1998,930.0
ltu,sex_m,1998,1161.0
ltu,sex_t,1999,987.0
ltu,sex_m,1999,1186.0
ltu,sex_t,2000,971.0
ltu,sex_m,2000,1170.0
ltu,sex_f,2000,956.0
ltu,sex_t,2001,982.0
ltu,sex_m,2001,1181.0
ltu,sex_f,2001,962.0
ltu,sex_t,2002,1014.0
ltu,sex_m,2002,1243.0
ltu,sex_f,2002,1009.0
ltu,sex_t,2003,1073.0
ltu,sex_m,2003,1296.0
ltu,sex_f,2003,1049.0
ltu,sex_t,2004,1149.0
ltu,sex_m,2004,1366.0
ltu,sex_f,2004,1110.0
ltu,sex_t,2005,1276.0
ltu,sex_m,2005,1492.0
ltu,sex_f,2005,1230.0
ltu,sex_t,2006,1496.0
ltu,sex_m,2006,1743.0
ltu,sex_f,2006,1432.0
ltu,sex_t,2007,1802.0
ltu,sex_m,2007,2114.0
ltu,sex_f,2007,1676.0
ltu,sex_t,2008,2152.0
ltu,sex_m,2008,2387.0
ltu,sex_f,2008,1928.0
ltu,sex_t,2009,2056.0
ltu,sex_m,2009,2205.0
ltu,sex_f,2009,1924.0
ltu,sex_t,2010,1988.0
ltu,sex_m,2010,2151.0
ltu,sex_f,2010,1844.0
ltu,sex_t,2011,2042.0
lux,sex_t,1995,2618.0
lux,sex_m,1995,2762.0
lux,sex_f,1995,2197.0
lux,sex_t,1996,2663.0
lux,sex_m,1996,2809.0
lux,sex_f,1996,2709.0
lux,sex_t,1997,2717.0
lux,sex_m,1997,2866.0
lux,sex_f,1997,2280.0
lux,sex_t,1998,2778.0
lux,sex_m,1998,2928.0
lux,sex_f,1998,2339.0
lux,sex_t,1999,2872.0
lux,sex_m,1999,3025.0
lux,sex_f,1999,2427.0
lux,sex_t,2000,2990.0
lux,sex_m,2000,3144.0
lux,sex_f,2000,2544.0
lux,sex_t,2001,3145.0
lux,sex_m,2001,3319.0
lux,sex_f,2001,2693.0
lux,sex_t,2002,3204.0
lux,sex_m,2002,3385.0
lux,sex_f,2002,2710.0
lux,sex_t,2003,3299.0
lux,sex_m,2003,3484.0
lux,sex_f,2003,2794.0
lux,sex_t,2004,3381.0
lux,sex_m,2004,3565.0
lux,sex_f,2004,2873.0
lux,sex_t,2005,3511.0
lux,sex_m,2005,3699.0
lux,sex_f,2005,2990.0
lux,sex_t,2006,3635.0
lux,sex_m,2006,3826.0
lux,sex_f,2006,3112.0
lux,sex_t,2007,3774.0
lux,sex_m,2007,3962.0
lux,sex_f,2007,3259.0
lux,sex_t,2008,3915.0
lux,sex_m,2008,4114.0
lux,sex_f,2008,3384.0
lux,sex_t,2009,4007.0
lux,sex_m,2009,4203.0
lux,sex_f,2009,3482.0
lux,sex_t,2010,4110.0
lux,sex_m,2010,4316.0
lux,sex_f,2010,3563.0
lux,sex_t,2011,4212.0
lux,sex_m,2011,4212.0
lux,sex_f,2011,3656.0
lva,sex_m,2004,236.0
lva,sex_f,2004,200.0
lva,sex_m,2005,249.0
lva,sex_f,2005,204.0
lva,sex_m,2006,296.0
lva,sex_f,2006,244.0
lva,sex_m,2007,385.0
lva,sex_f,2007,323.0
lva,sex_m,2008,492.0
lva,sex_f,2008,417.0
lva,sex_m,2009,515.0
lva,sex_f,2009,432.0
lva,sex_m,2010,480.0
lva,sex_f,2010,391.0
lva,sex_m,2011,494.0
lva,sex_f,2011,412.0
mex,sex_t,1995,1419.0
mex,sex_m,1995,1557.0
mex,sex_f,1995,1166.0
mex,sex_t,1996,1705.0
mex,sex_m,1996,1840.0
mex,sex_f,1996,1470.0
mex,sex_t,1997,2084.0
mex,sex_m,1997,2273.0
mex,sex_f,1997,1759.0
mex,sex_t,1998,2477.0
mex,sex_m,1998,2690.0
mex,sex_f,1998,2121.0
mex,sex_t,1999,2901.0
mex,sex_m,1999,3167.0
mex,sex_f,1999,2444.0
mex,sex_t,2000,3604.0
mex,sex_m,2000,3937.0
mex,sex_f,2000,3057.0
mex,sex_t,2001,4034.0
mex,sex_m,2001,4411.0
mex,sex_f,2001,3408.0
mex,sex_t,2002,4285.0
mex,sex_m,2002,4657.0
mex,sex_f,2002,3670.0
mex,sex_t,2003,4560.0
mex,sex_m,2003,4922.0
mex,sex_f,2003,3950.0
mex,sex_t,2004,4771.0
mex,sex_m,2004,5162.0
mex,sex_f,2004,4134.0
mex,sex_t,2005,4920.0
mex,sex_m,2005,5330.0
mex,sex_f,2005,4311.0
mex,sex_t,2006,5216.0
mex,sex_m,2006,5655.0
mex,sex_f,2006,4574.0
mex,sex_t,2007,5549.0
mex,sex_m,2007,6071.0
mex,sex_f,2007,4791.0
mex,sex_t,2008,5627.0
mex,sex_m,2008,6188.0
mex,sex_f,2008,4821.0
mex,sex_t,2009,5745.0
mex,sex_m,2009,6186.0
mex,sex_f,2009,5102.0
mex,sex_t,2010,5763.0
mex,sex_m,2010,6243.0
mex,sex_f,2010,5068.0
mex,sex_t,2011,5766.0
mex,sex_m,2011,6192.0
mex,sex_f,2011,5142.0
mlt,sex_t,2000,888.0
mlt,sex_m,2000,953.0
mlt,sex_f,2000,754.0
mlt,sex_t,2001,920.0
mlt,sex_m,2001,986.0
mlt,sex_f,2001,778.0
mlt,sex_t,2002,972.0
mlt,sex_m,2002,1039.0
mlt,sex_f,2002,840.0
mlt,sex_t,2003,987.0
mlt,sex_m,2003,1044.0
mlt,sex_f,2003,872.0
mlt,sex_t,2004,982.0
mlt,sex_m,2004,1034.0
mlt,sex_f,2004,877.0
mlt,sex_t,2005,1014.0
mlt,sex_m,2005,1071.0
mlt,sex_f,2005,900.0
mlt,sex_t,2006,1057.0
mlt,sex_m,2006,1104.0
mlt,sex_f,2006,963.0
mlt,sex_t,2007,1083.0
mlt,sex_m,2007,1156.0
mlt,sex_f,2007,946.0
mlt,sex_t,2008,1134.0
mlt,sex_m,2008,1209.0
mlt,sex_f,2008,1001.0
mlt,sex_t,2009,1154.0
mlt,sex_m,2009,1214.0
mlt,sex_f,2009,1048.0
mlt,sex_t,2010,1205.0
mlt,sex_m,2010,1256.0
mlt,sex_f,2010,1121.0
mlt,sex_t,2011,1254.0
mlt,sex_m,2011,1319.0
mlt,sex_f,2011,1145.0
mmr,sex_t,2000,3270.0
mmr,sex_m,2000,2576.0
mmr,sex_f,2000,3964.0
mmr,sex_t,2001,3473.0
mmr,sex_m,2001,3619.0
mmr,sex_f,2001,3327.0
mmr,sex_t,2002,3850.0
mmr,sex_m,2002,3970.0
mmr,sex_f,2002,3729.0
mmr,sex_t,2003,4114.0
mmr,sex_m,2003,4355.0
mmr,sex_f,2003,3872.0
mmr,sex_t,2004,5441.0
mmr,sex_m,2004,5699.0
mmr,sex_f,2004,5182.0
mmr,sex_t,2005,5744.0
mmr,sex_m,2005,6080.0
mmr,sex_f,2005,5407.0
mmr,sex_t,2006,17599.0
mmr,sex_m,2006,17923.0
mmr,sex_f,2006,17276.0
mmr,sex_t,2007,23743.0
mmr,sex_m,2007,25309.0
mmr,sex_f,2007,22176.0
mmr,sex_t,2008,32332.0
mmr,sex_m,2008,34425.0
mmr,sex_f,2008,30240.0
mng,sex_t,2000,62300.0
mng,sex_m,2000,64700.0
mng,sex_f,2000,59800.0
mng,sex_t,2001,65200.0
mng,sex_m,2001,69200.0
mng,sex_f,2001,61000.0
mng,sex_t,2002,71250.0
mng,sex_m,2002,75800.0
mng,sex_f,2002,67300.0
mng,sex_t,2003,81450.0
mng,sex_m,2003,86900.0
mng,sex_f,2003,76000.0
mng,sex_t,2004,93025.0
mng,sex_m,2004,98300.0
mng,sex_f,2004,88000.0
mng,sex_t,2005,101225.0
mng,sex_m,2005,110000.0
mng,sex_f,2005,92300.0
mng,sex_t,2006,127725.0
mng,sex_m,2006,138125.0
mng,sex_f,2006,117325.0
mng,sex_t,2007,172975.0
mng,sex_m,2007,186700.0
mng,sex_f,2007,159325.0
mng,sex_t,2008,274150.0
mng,sex_m,2008,291250.0
mng,sex_f,2008,258075.0
mng,sex_t,2009,300450.0
mng,sex_m,2009,322575.0
mng,sex_f,2009,279875.0
mng,sex_t,2010,341450.0
mng,sex_m,2010,370375.0
mng,sex_f,2010,314550.0
mng,sex_t,2011,424150.0
mng,sex_m,2011,470000.0
mng,sex_f,2011,381325.0
mtq,sex_t,2004,2185.0
mtq,sex_m,2004,2221.0
mtq,sex_f,2004,2138.0
mtq,sex_t,2005,2235.0
mtq,sex_m,2005,2265.0
mtq,sex_f,2005,2198.0
mtq,sex_t,2006,2263.0
mtq,sex_m,2006,2296.0
mtq,sex_f,2006,2223.0
mtq,sex_t,2007,2333.0
mtq,sex_m,2007,2359.0
mtq,sex_f,2007,2300.0
nld,sex_t,2006,2027.0
nld,sex_m,2006,2526.0
nld,sex_f,2006,1422.0
nld,sex_t,2007,2068.0
nld,sex_m,2007,2571.0
nld,sex_f,2007,1467.0
nld,sex_t,2008,2136.0
nld,sex_m,2008,2649.0
nld,sex_f,2008,1529.0
nld,sex_t,2009,2229.0
nld,sex_m,2009,2783.0
nld,sex_f,2009,1591.0
nld,sex_t,2010,2245.0
nld,sex_m,2010,2806.0
nld,sex_f,2010,1612.0
nor,sex_t,1997,20126.0
nor,sex_m,1997,21606.0
nor,sex_f,1997,18085.0
nor,sex_t,1998,21620.0
nor,sex_m,1998,23227.0
nor,sex_f,1998,19418.0
nor,sex_t,1999,22515.0
nor,sex_m,1999,24200.0
nor,sex_f,1999,20191.0
nor,sex_t,2000,23614.0
nor,sex_m,2000,25408.0
nor,sex_f,2000,21213.0
nor,sex_t,2001,24699.0
nor,sex_m,2001,26600.0
nor,sex_f,2001,22165.0
nor,sex_f,2002,23736.0
nor,sex_t,2002,26357.0
nor,sex_m,2002,28279.0
nor,sex_t,2003,27261.0
nor,sex_m,2003,29205.0
nor,sex_f,2003,24609.0
nor,sex_t,2004,28242.0
nor,sex_m,2004,30217.0
nor,sex_f,2004,25579.0
nor,sex_t,2005,29159.0
nor,sex_m,2005,31201.0
nor,sex_f,2005,26430.0
nor,sex_f,2006,27653.0
nor,sex_t,2006,30539.0
nor,sex_m,2006,32672.0
nor,sex_t,2007,32263.0
nor,sex_m,2007,34570.0
nor,sex_f,2007,29137.0
nor,sex_t,2008,34100.0
nor,sex_m,2008,36700.0
nor,sex_f,2008,30800.0
nor,sex_t,2009,35300.0
nor,sex_m,2009,37800.0
nor,sex_f,2009,32000.0
nor,sex_t,2010,36700.0
nor,sex_m,2010,39300.0
nor,sex_f,2010,33400.0
nor,sex_t,2011,38100.0
nor,sex_m,2011,40800.0
nor,sex_f,2011,34800.0
npl,sex_t,1999,2143.0
npl,sex_m,1999,2389.0
npl,sex_f,1999,1368.0
npl,sex_t,2008,5117.0
npl,sex_m,2008,5721.0
npl,sex_f,2008,3402.0
nzl,sex_t,1998,2429.0
nzl,sex_m,1998,2951.0
nzl,sex_f,1998,1870.0
nzl,sex_t,1999,2469.0
nzl,sex_m,1999,2980.0
nzl,sex_f,1999,1937.0
nzl,sex_t,2000,2526.0
nzl,sex_m,2000,3015.0
nzl,sex_f,2000,2015.0
nzl,sex_t,2001,2638.0
nzl,sex_m,2001,3167.0
nzl,sex_f,2001,2094.0
nzl,sex_t,2002,2685.0
nzl,sex_m,2002,3198.0
nzl,sex_f,2002,2154.0
nzl,sex_t,2003,2833.0
nzl,sex_m,2003,3383.0
nzl,sex_f,2003,2267.0
nzl,sex_t,2004,2927.0
nzl,sex_m,2004,3484.0
nzl,sex_f,2004,2336.0
nzl,sex_t,2005,3104.0
nzl,sex_m,2005,3759.0
nzl,sex_f,2005,2425.0
nzl,sex_t,2006,3199.0
nzl,sex_m,2006,3785.0
nzl,sex_f,2006,2588.0
nzl,sex_t,2007,3438.0
nzl,sex_m,2007,4104.0
nzl,sex_f,2007,2739.0
nzl,sex_t,2008,3573.0
nzl,sex_m,2008,4244.0
nzl,sex_f,2008,2884.0
nzl,sex_t,2009,3651.0
nzl,sex_m,2009,4298.0
nzl,sex_f,2009,2979.0
nzl,sex_t,2010,3798.0
nzl,sex_m,2010,4461.0
nzl,sex_f,2010,3120.0
nzl,sex_t,2011,3893.0
nzl,sex_m,2011,4582.0
nzl,sex_f,2011,3180.0
omn,sex_t,2006,177.0
omn,sex_m,2006,177.0
omn,sex_f,2006,177.0
omn,sex_t,2007,197.0
omn,sex_m,2007,197.0
omn,sex_f,2007,195.0
omn,sex_t,2008,217.0
omn,sex_m,2008,218.0
omn,sex_f,2008,211.0
omn,sex_t,2009,228.0
omn,sex_m,2009,229.0
omn,sex_f,2009,222.0
omn,sex_t,2010,228.0
omn,sex_m,2010,229.0
omn,sex_f,2010,222.0
pak,sex_t,1995,2328.0
pak,sex_m,1995,2375.0
pak,sex_f,1995,1838.0
pak,sex_t,1997,2986.0
pak,sex_m,1997,3140.0
pak,sex_f,1997,1880.0
pak,sex_t,1998,3052.0
pak,sex_m,1998,3162.0
pak,sex_f,1998,2046.0
pak,sex_t,2000,3157.0
pak,sex_m,2000,3328.0
